Emp ID,Employee,Spy,Department,"Hiring Date, Salary & Bonus",Bonus,Current Status,City Emp ID,Extra columns,"mail.id, city, pin no & land no, Employment type, marital status, age, designation, gender "
EMP-890-B,Erika   ,Sp  ,it,24-05-2011  10000       ,,On Leave    ,Delhi     EMP-497-A ,Unnecessary,erika@gmail.com            delhi       PARIS     113682  WID-134   Full-Time     Married   40   Specialist          Female
EMP-958-B,Lori    ,An  ,SALES,06-08-2010  7000        ,300,On Leave    ,Delhi     EMP-496-C ,###,lori@gmail.com             delhi       TOKYO     353373  WID-549   Intern        Married   50   Analyst             Female
EMP-424-A,Samantha,Ex  ,LOGISTICS,24-02-2014  7000    300 ,500,Inactive    ,Mumbai    EMP-968-B ,RemoveMe,samantha@gmail.com         mumbai      TOKYO     511702  WID-414   Hybrid        Married   22   Executive           Female
EMP-352-B,monica  ,Sp  ,SALES,06-03-2015  10000   300 ,1000$,Terminated  ,Delhi     EMP-264-C ,,monica@gmail.com           delhi       MAH       428312  WID-456   Full-Time     Single    34   Specialist          Female
EMP-622-B,christopher,Sp  ,it,08-09-2010  12000       ,300,On Leave    ,New York  EMP-360-A ,###,christopher@gmail.com      new york    TOKYO     916943  WID-696   Full-Time     Single    44   Specialist          Male
EMP-515-C,JOSHUA  ,Sp  ,finance,09-03-2025  12000   300 ,500,On Leave    ,Delhi     EMP-854-A ,,joshua@gmail.com           delhi       DELHI     356151  WID-685   Full-Time     Married   33   Specialist          Male
EMP-246-A,Paula   ,Ex  ,sales,12-09-2023  7000        ,N/A,On Leave    ,Mumbai    EMP-190-B ,Unnecessary,paula@gmail.com            mumbai      DELHI     395268  WID-502   Intern        Single    22   Executive           Female
EMP-310-A,lauren  ,An  ,SALES,18-09-2022  7000        ,300,Inactive    ,New York  EMP-977-C ,,lauren@gmail.com           new york    PARIS     722431  WID-981   Part-Time     Single    45   Analyst             Female
EMP-592-A,NICHOLE ,Ma  ,SALES,01-12-2016  10000   500 ,,On Leave    ,Mumbai    EMP-787-A ,,nichole@gmail.com          mumbai      NY        645952  WID-916   Full-Time     Single    33   Manager             Female
EMP-222-B,tracy   ,De  ,LOGISTICS,19-10-2014  7000    300 ,1000$,On Leave    ,Tokyo     EMP-101-B ,###,tracy@gmail.com            tokyo       MAH       888460  WID-217   Full-Time     Married   44   Developer           Male
EMP-953-B,SERGIO  ,Ex  ,finance,18-03-2021  12000   300 ,300,On Leave    ,Tokyo     EMP-169-B ,,sergio@gmail.com           tokyo       MAH       483822  WID-637   Full-Time     Married   43   Executive           Male
EMP-797-A,LINDSEY ,An  ,sales,05-12-2013  12000       ,500,Terminated  ,Mumbai    EMP-480-B ,,lindsey@gmail.com          mumbai      TOKYO     428149  WID-663   Hybrid        Single    50   Analyst             Female
EMP-944-B,RUTH    ,De  ,sales,05-03-2014  10000       ,,Inactive    ,Tokyo     EMP-825-A ,,ruth@gmail.com             tokyo       DELHI     947559  WID-868   Contract      Single    46   Developer           Female
EMP-234-C,Frederick,An  ,it,21-11-2013  10000   500 ,Two Hundred,On Leave    ,Tokyo     EMP-591-A ,Unnecessary,frederick@gmail.com        tokyo       TOKYO     156015  WID-922   Hybrid        Married   49   Analyst             Male
EMP-431-A,KEVIN   ,Ex  ,it,29-02-2024  12000   300 ,,On Leave    ,Delhi     EMP-664-A ,###,kevin@gmail.com            delhi       MAH       794666  WID-729   Contract      Single    26   Executive           Male
EMP-776-B,scott   ,Sp  ,finance,23-02-2017  7000    500 ,500,Terminated  ,New York  EMP-770-A ,RemoveMe,scott@gmail.com            new york    PARIS     705316  WID-848   Part-Time     Single    33   Specialist          Male
EMP-849-A,Christopher,Ma  ,it,12-05-2014  7000    300 ,500,On Leave    ,Delhi     EMP-151-B ,,christopher@gmail.com      delhi       MAH       851765  WID-831   On Home       Single    26   Manager             Male
EMP-572-C,monica  ,Ma  ,finance,20-10-2017  10000   300 ,Two Hundred,On Leave    ,Paris     EMP-142-A ,,monica@gmail.com           paris       MAH       365778  WID-615   Full-Time     Married   35   Manager             Female
EMP-330-A,JACOB   ,Sp  ,it,27-07-2018  10000       ,,Inactive    ,Tokyo     EMP-948-B ,###,jacob@gmail.com            tokyo       MAH       740790  WID-567   Intern        Married   25   Specialist          Male
EMP-207-C,BRANDON ,Ex  ,hr,04-07-2013  10000   500 ,500,Inactive    ,Delhi     EMP-799-C ,Unnecessary,brandon@gmail.com          delhi       NY        737658  WID-860   Full-Time     Married   49   Executive           Male
EMP-454-B,Joe     ,Ex  ,hr,17-04-2024  12000   500 ,Two Hundred,On Leave    ,Delhi     EMP-353-C ,Unnecessary,joe@gmail.com              delhi       PARIS     270081  WID-654   Contract      Single    34   Executive           Male
EMP-493-B,SCOTT   ,De  ,sales,19-08-2013  10000   500 ,300,Terminated  ,Delhi     EMP-157-B ,,scott@gmail.com            delhi       TOKYO     889727  WID-515   Hybrid        Married   36   Developer           Male
EMP-517-C,LAURA   ,Ex  ,sales,30-10-2022  10000       ,,On Leave    ,Tokyo     EMP-923-B ,,laura@gmail.com            tokyo       TOKYO     916634  WID-470   Contract      Single    31   Executive           Female
EMP-918-B,Catherine,De  ,sales,21-03-2015  12000   500 ,N/A,Terminated  ,New York  EMP-801-B ,###,catherine@gmail.com        new york    MAH       108950  WID-719   Part-Time     Single    33   Developer           Female
EMP-240-C,ALISHA  ,Ex  ,SALES,11-03-2013  10000   300 ,N/A,On Leave    ,Mumbai    EMP-237-B ,Unnecessary,alisha@gmail.com           mumbai      NY        326956  WID-954   Full-Time     Single    30   Executive           Female
EMP-754-C,Stephen ,An  ,hr,29-04-2024  12000       ,1000$,Inactive    ,Paris     EMP-789-A ,RemoveMe,stephen@gmail.com          paris       PARIS     722978  WID-203   On Home       Single    37   Analyst             Male
EMP-253-B,JENNIFER,Sp  ,LOGISTICS,04-10-2020  7000        ,N/A,Inactive    ,Delhi     EMP-684-C ,RemoveMe,jennifer@gmail.com         delhi       TOKYO     944101  WID-489   Contract      Single    32   Specialist          Female
EMP-572-C,Cole    ,De  ,finance,10-11-2012  10000   300 ,1000$,On Leave    ,Paris     EMP-473-C ,RemoveMe,cole@gmail.com             paris       DELHI     136421  WID-341   Part-Time     Single    48   Developer           Male
EMP-990-B,BENJAMIN,An  ,hr,04-08-2014  12000   500 ,,Terminated  ,New York  EMP-482-C ,,benjamin@gmail.com         new york    DELHI     691098  WID-373   Contract      Married   44   Analyst             Male
EMP-236-A,jordan  ,De  ,SALES,24-05-2021  12000   500 ,300,Inactive    ,Paris     EMP-304-B ,###,jordan@gmail.com           paris       PARIS     384011  WID-345   Intern        Married   49   Developer           Female
EMP-998-A,Tracy   ,An  ,LOGISTICS,15-02-2012  10000   500 ,300,Terminated  ,Delhi     EMP-313-B ,,tracy@gmail.com            delhi       NY        123200  WID-229   Full-Time     Single    33   Analyst             Female
EMP-843-A,Misty   ,An  ,hr,03-10-2012  10000       ,Two Hundred,On Leave    ,Paris     EMP-878-B ,,misty@gmail.com            paris       MAH       516363  WID-710   Part-Time     Married   34   Analyst             Female
EMP-486-A,MONICA  ,Ex  ,sales,01-03-2024  10000   300 ,Two Hundred,On Leave    ,New York  EMP-239-A ,,monica@gmail.com           new york    PARIS     228492  WID-476   On Home       Single    34   Executive           Female
EMP-793-C,Adam    ,An  ,hr,12-02-2012  10000   500 ,500,Inactive    ,Mumbai    EMP-911-A ,,adam@gmail.com             mumbai      MAH       853291  WID-525   Full-Time     Married   28   Analyst             Male
EMP-988-C,Jamie   ,Ex  ,finance,09-10-2010  10000       ,Two Hundred,Inactive    ,New York  EMP-206-C ,RemoveMe,jamie@gmail.com            new york    MAH       473573  WID-118   Full-Time     Single    48   Executive           Female
EMP-806-A,BRIAN   ,Sp  ,SALES,26-08-2010  7000    500 ,300,Inactive    ,Tokyo     EMP-194-C ,###,brian@gmail.com            tokyo       NY        789901  WID-387   Contract      Single    48   Specialist          Male
EMP-537-C,phillip ,De  ,finance,20-05-2021  12000       ,1000$,Terminated  ,Paris     EMP-149-A ,Unnecessary,phillip@gmail.com          paris       NY        825091  WID-609   Part-Time     Single    22   Developer           Male
EMP-487-A,Taylor  ,Ex  ,LOGISTICS,01-09-2012  10000   300 ,,Terminated  ,New York  EMP-235-C ,,taylor@gmail.com           new york    NY        590765  WID-540   Intern        Married   28   Executive           Female
EMP-920-A,david   ,Ma  ,LOGISTICS,04-11-2011  10000   500 ,1000$,Inactive    ,Paris     EMP-933-B ,###,david@gmail.com            paris       MAH       644361  WID-649   Full-Time     Single    42   Manager             Male
EMP-102-A,DEREK   ,De  ,sales,03-02-2021  12000   300 ,1000$,Inactive    ,Mumbai    EMP-167-B ,Unnecessary,derek@gmail.com            mumbai      MAH       546087  WID-290   Contract      Married   25   Developer           Male
EMP-820-B,LINDA   ,Ma  ,it,25-11-2023  7000    300 ,1000$,On Leave    ,New York  EMP-925-C ,,linda@gmail.com            new york    TOKYO     227531  WID-810   Full-Time     Married   28   Manager             Female
EMP-782-C,Tracy   ,Sp  ,finance,21-11-2023  12000       ,N/A,Inactive    ,Mumbai    EMP-894-B ,,tracy@gmail.com            mumbai      TOKYO     703574  WID-280   On Home       Single    27   Specialist          Female
EMP-976-B,brian   ,Sp  ,it,11-12-2022  7000        ,1000$,Inactive    ,Paris     EMP-340-A ,Unnecessary,brian@gmail.com            paris       MAH       299338  WID-273   Part-Time     Married   41   Specialist          Male
EMP-319-B,robert  ,De  ,LOGISTICS,04-12-2024  7000        ,500,Inactive    ,Mumbai    EMP-330-A ,,robert@gmail.com           mumbai      PARIS     136446  WID-332   Intern        Married   33   Developer           Male
EMP-560-B,MICHELLE,An  ,SALES,11-11-2013  12000   300 ,1000$,Terminated  ,Delhi     EMP-291-B ,RemoveMe,michelle@gmail.com         delhi       TOKYO     995001  WID-721   Intern        Single    48   Analyst             Female
EMP-388-C,BRENDA  ,Ma  ,sales,06-05-2023  12000       ,Two Hundred,Terminated  ,Delhi     EMP-505-A ,Unnecessary,brenda@gmail.com           delhi       MAH       762825  WID-462   On Home       Single    39   Manager             Female
EMP-104-C,justin  ,Sp  ,sales,23-12-2017  7000    300 ,500,Inactive    ,Paris     EMP-589-A ,,justin@gmail.com           paris       NY        327216  WID-432   Intern        Married   28   Specialist          Male
EMP-638-A,ROBERT  ,Ma  ,SALES,26-08-2015  12000       ,Two Hundred,Inactive    ,Delhi     EMP-399-B ,,robert@gmail.com           delhi       TOKYO     762003  WID-257   Contract      Single    43   Manager             Male
EMP-251-B,Gary    ,De  ,SALES,18-01-2013  12000   300 ,1000$,On Leave    ,New York  EMP-940-C ,Unnecessary,gary@gmail.com             new york    MAH       508537  WID-445   Part-Time     Married   50   Developer           Male
EMP-212-B,DANA    ,Ma  ,sales,01-09-2019  7000    300 ,Two Hundred,Inactive    ,Delhi     EMP-506-C ,RemoveMe,dana@gmail.com             delhi       PARIS     609153  WID-912   Intern        Married   22   Manager             Female
EMP-772-A,Michael ,Ma  ,LOGISTICS,04-02-2021  10000   300 ,,Inactive    ,Tokyo     EMP-252-A ,RemoveMe,michael@gmail.com          tokyo       PARIS     793211  WID-775   Full-Time     Single    34   Manager             Male
EMP-111-B,Kimberly,Ex  ,finance,12-10-2010  10000   300 ,N/A,Inactive    ,New York  EMP-495-A ,RemoveMe,kimberly@gmail.com         new york    PARIS     433888  WID-421   On Home       Married   33   Executive           Female
EMP-433-C,ROGER   ,Sp  ,sales,02-03-2012  10000   500 ,N/A,On Leave    ,New York  EMP-173-A ,,roger@gmail.com            new york    PARIS     117728  WID-679   On Home       Married   30   Specialist          Male
EMP-380-B,Kimberly,An  ,hr,01-03-2012  10000   300 ,500,Terminated  ,New York  EMP-608-B ,RemoveMe,kimberly@gmail.com         new york    TOKYO     243747  WID-924   Part-Time     Single    47   Analyst             Female
EMP-646-C,KAYLA   ,Ex  ,SALES,25-08-2024  12000       ,,Inactive    ,Delhi     EMP-737-C ,RemoveMe,kayla@gmail.com            delhi       DELHI     256941  WID-608   Full-Time     Single    24   Executive           Female
EMP-824-A,JASON   ,Ex  ,hr,10-06-2010  10000   300 ,500,Inactive    ,New York  EMP-513-B ,Unnecessary,jason@gmail.com            new york    TOKYO     648635  WID-644   Hybrid        Married   40   Executive           Male
EMP-841-B,THOMAS  ,De  ,finance,30-10-2010  10000       ,1000$,Terminated  ,New York  EMP-181-C ,,thomas@gmail.com           new york    MAH       807736  WID-888   Part-Time     Single    34   Developer           Male
EMP-994-B,cristina,An  ,finance,22-12-2016  12000   300 ,,Inactive    ,Tokyo     EMP-764-C ,,cristina@gmail.com         tokyo       NY        818209  WID-530   Contract      Single    42   Analyst             Female
EMP-658-A,CHARLES ,Ma  ,hr,27-07-2021  7000    300 ,Two Hundred,Inactive    ,New York  EMP-416-A ,RemoveMe,charles@gmail.com          new york    PARIS     251762  WID-131   Hybrid        Married   25   Manager             Male
EMP-709-B,DUSTIN  ,Ma  ,hr,16-05-2025  10000   500 ,,Terminated  ,Delhi     EMP-597-B ,Unnecessary,dustin@gmail.com           delhi       PARIS     845502  WID-378   Contract      Married   22   Manager             Male
EMP-568-B,MICHAEL ,An  ,LOGISTICS,07-02-2022  10000   500 ,300,Terminated  ,New York  EMP-416-C ,,michael@gmail.com          new york    PARIS     569579  WID-781   Intern        Married   40   Analyst             Male
EMP-435-A,STACEY  ,Ex  ,hr,01-06-2024  7000    500 ,N/A,Terminated  ,Paris     EMP-807-A ,###,stacey@gmail.com           paris       NY        470150  WID-363   Contract      Single    29   Executive           Female
EMP-911-B,steven  ,Ma  ,SALES,15-10-2018  10000   300 ,500,Inactive    ,New York  EMP-678-B ,RemoveMe,steven@gmail.com           new york    PARIS     765834  WID-731   Part-Time     Married   25   Manager             Male
EMP-657-C,Christopher,Ex  ,hr,17-04-2012  7000    500 ,500,Terminated  ,Mumbai    EMP-811-B ,Unnecessary,christopher@gmail.com      mumbai      DELHI     215471  WID-707   Intern        Single    33   Executive           Male
EMP-633-B,danny   ,Ex  ,it,20-03-2015  12000   500 ,N/A,Terminated  ,Paris     EMP-180-B ,,danny@gmail.com            paris       MAH       395376  WID-728   Contract      Married   33   Executive           Male
EMP-809-A,HEATHER ,Sp  ,it,22-11-2020  12000   300 ,Two Hundred,Terminated  ,Paris     EMP-414-C ,,heather@gmail.com          paris       MAH       697043  WID-363   Full-Time     Married   34   Specialist          Female
EMP-475-C,Gene    ,Sp  ,finance,21-07-2016  7000        ,300,Inactive    ,New York  EMP-331-C ,RemoveMe,gene@gmail.com             new york    PARIS     808860  WID-376   Intern        Married   46   Specialist          Male
EMP-735-B,THOMAS  ,An  ,LOGISTICS,11-11-2011  12000       ,1000$,Terminated  ,Tokyo     EMP-231-C ,###,thomas@gmail.com           tokyo       NY        659078  WID-840   Intern        Single    48   Analyst             Male
EMP-797-B,STEVEN  ,Ma  ,finance,14-09-2020  10000   300 ,300,On Leave    ,Tokyo     EMP-232-A ,,steven@gmail.com           tokyo       NY        442699  WID-807   Part-Time     Single    37   Manager             Male
EMP-945-C,BRITTANY,De  ,it,17-09-2017  7000    300 ,1000$,Terminated  ,Paris     EMP-919-C ,###,brittany@gmail.com         paris       NY        416430  WID-235   Part-Time     Single    23   Developer           Female
EMP-362-B,kerry   ,Ma  ,sales,14-08-2020  12000   500 ,Two Hundred,On Leave    ,Tokyo     EMP-680-A ,,kerry@gmail.com            tokyo       MAH       242984  WID-942   Full-Time     Single    25   Manager             Female
EMP-385-B,Christopher,Sp  ,LOGISTICS,27-08-2017  12000   500 ,500,Terminated  ,Paris     EMP-823-C ,###,christopher@gmail.com      paris       TOKYO     810453  WID-501   Part-Time     Married   42   Specialist          Male
EMP-647-A,Chris   ,Ma  ,it,09-10-2021  7000    500 ,1000$,Inactive    ,Tokyo     EMP-170-B ,Unnecessary,chris@gmail.com            tokyo       MAH       443152  WID-822   Contract      Married   44   Manager             Male
EMP-127-A,MELISSA ,Ma  ,finance,18-01-2021  7000    500 ,500,On Leave    ,Tokyo     EMP-479-A ,,melissa@gmail.com          tokyo       TOKYO     803330  WID-309   Contract      Single    27   Manager             Female
EMP-137-B,ROBERT  ,Sp  ,sales,06-05-2016  7000    500 ,1000$,Terminated  ,Paris     EMP-371-B ,RemoveMe,robert@gmail.com           paris       MAH       795505  WID-312   On Home       Single    29   Specialist          Male
EMP-706-C,Sheri   ,An  ,SALES,12-01-2015  12000   500 ,,On Leave    ,Delhi     EMP-910-C ,,sheri@gmail.com            delhi       TOKYO     889853  WID-421   On Home       Single    34   Analyst             Female
EMP-997-C,Thomas  ,De  ,it,04-09-2021  7000    500 ,,Terminated  ,Paris     EMP-576-B ,###,thomas@gmail.com           paris       DELHI     262703  WID-292   Full-Time     Married   23   Developer           Male
EMP-559-B,JACKIE  ,Ex  ,sales,08-12-2014  10000       ,Two Hundred,Inactive    ,Tokyo     EMP-532-B ,,jackie@gmail.com           tokyo       PARIS     890512  WID-446   Part-Time     Married   49   Executive           Female
EMP-801-A,ROBERT  ,An  ,finance,09-07-2022  10000       ,,On Leave    ,Tokyo     EMP-109-A ,###,robert@gmail.com           tokyo       MAH       325995  WID-116   Part-Time     Married   25   Analyst             Male
EMP-332-A,ROBERT  ,Ex  ,it,03-11-2023  12000   500 ,N/A,On Leave    ,Paris     EMP-579-B ,RemoveMe,robert@gmail.com           paris       NY        578459  WID-169   On Home       Single    47   Executive           Male
EMP-848-C,aaron   ,Ex  ,sales,12-12-2012  7000    500 ,1000$,Terminated  ,Tokyo     EMP-455-B ,###,aaron@gmail.com            tokyo       TOKYO     488177  WID-355   On Home       Single    42   Executive           Male
EMP-608-B,RICHARD ,Ex  ,it,29-11-2012  7000    300 ,,Inactive    ,Tokyo     EMP-888-B ,###,richard@gmail.com          tokyo       TOKYO     384010  WID-935   Intern        Single    28   Executive           Male
EMP-635-B,FRANCISCO,Sp  ,SALES,24-01-2017  10000       ,500,Terminated  ,Delhi     EMP-928-C ,###,francisco@gmail.com        delhi       TOKYO     271344  WID-916   Full-Time     Single    27   Specialist          Male
EMP-388-C,JILLIAN ,Ma  ,LOGISTICS,23-12-2023  10000       ,N/A,Terminated  ,New York  EMP-776-C ,,jillian@gmail.com          new york    PARIS     824549  WID-573   On Home       Single    42   Manager             Female
EMP-517-C,rachel  ,Ma  ,hr,23-07-2018  12000   500 ,300,Inactive    ,Tokyo     EMP-370-A ,Unnecessary,rachel@gmail.com           tokyo       MAH       926927  WID-495   Contract      Single    26   Manager             Female
EMP-267-B,robert  ,Ma  ,sales,06-05-2012  10000   500 ,N/A,On Leave    ,Mumbai    EMP-713-A ,Unnecessary,robert@gmail.com           mumbai      PARIS     659705  WID-921   Hybrid        Married   46   Manager             Male
EMP-925-A,Laura   ,Ex  ,finance,13-10-2022  7000    300 ,,Terminated  ,Mumbai    EMP-562-C ,RemoveMe,laura@gmail.com            mumbai      MAH       190127  WID-887   Full-Time     Single    24   Executive           Female
EMP-144-C,Donald  ,An  ,LOGISTICS,17-12-2011  12000   300 ,300,On Leave    ,Mumbai    EMP-804-C ,,donald@gmail.com           mumbai      PARIS     996593  WID-525   On Home       Single    36   Analyst             Male
EMP-595-C,erica   ,Ex  ,hr,03-08-2012  12000   500 ,500,Inactive    ,Mumbai    EMP-206-C ,,erica@gmail.com            mumbai      PARIS     727234  WID-734   Hybrid        Married   27   Executive           Female
EMP-498-C,christopher,Ex  ,LOGISTICS,20-12-2016  12000   500 ,,On Leave    ,Mumbai    EMP-497-C ,,christopher@gmail.com      mumbai      NY        271494  WID-360   Part-Time     Single    27   Executive           Male
EMP-510-C,heather ,Ex  ,it,29-10-2018  12000       ,,On Leave    ,New York  EMP-485-C ,Unnecessary,heather@gmail.com          new york    MAH       991286  WID-428   On Home       Married   34   Executive           Female
EMP-626-C,Jeff    ,An  ,it,20-03-2022  12000       ,1000$,On Leave    ,Mumbai    EMP-401-B ,,jeff@gmail.com             mumbai      PARIS     633279  WID-553   Full-Time     Married   37   Analyst             Male
EMP-377-C,william ,Ma  ,SALES,28-08-2020  7000        ,Two Hundred,On Leave    ,Delhi     EMP-728-C ,,william@gmail.com          delhi       PARIS     428436  WID-486   Hybrid        Married   46   Manager             Male
EMP-777-B,rebecca ,An  ,LOGISTICS,04-02-2016  12000       ,1000$,Inactive    ,Mumbai    EMP-537-C ,RemoveMe,rebecca@gmail.com          mumbai      NY        534230  WID-773   Part-Time     Single    32   Analyst             Female
EMP-248-C,BRENDA  ,De  ,sales,18-07-2021  10000   300 ,N/A,Terminated  ,Paris     EMP-263-B ,RemoveMe,brenda@gmail.com           paris       MAH       518767  WID-680   Part-Time     Single    50   Developer           Female
EMP-610-C,THOMAS  ,Ex  ,it,09-12-2016  7000    300 ,,On Leave    ,Paris     EMP-842-A ,,thomas@gmail.com           paris       TOKYO     905940  WID-254   Hybrid        Married   32   Executive           Male
EMP-368-C,JASON   ,An  ,sales,16-11-2018  12000       ,500,Terminated  ,Paris     EMP-511-A ,,jason@gmail.com            paris       TOKYO     261658  WID-546   Part-Time     Married   47   Analyst             Male
EMP-987-B,Joshua  ,Ex  ,finance,19-10-2018  12000       ,300,On Leave    ,New York  EMP-177-B ,###,joshua@gmail.com           new york    NY        456140  WID-779   Contract      Single    39   Executive           Male
EMP-924-A,JOSEPH  ,Ex  ,it,24-05-2024  12000   300 ,1000$,Inactive    ,Tokyo     EMP-144-B ,###,joseph@gmail.com           tokyo       DELHI     958702  WID-687   Hybrid        Single    24   Executive           Male
EMP-210-C,DAVID   ,Ex  ,SALES,04-11-2011  12000   300 ,N/A,On Leave    ,Paris     EMP-623-C ,###,david@gmail.com            paris       PARIS     556592  WID-215   On Home       Married   49   Executive           Male
EMP-524-A,lauren  ,Ma  ,finance,06-08-2017  10000   500 ,,On Leave    ,Tokyo     EMP-643-B ,Unnecessary,lauren@gmail.com           tokyo       DELHI     886512  WID-368   Hybrid        Single    31   Manager             Female
EMP-550-A,JOSEPH  ,Ex  ,finance,19-08-2023  10000       ,N/A,Inactive    ,Tokyo     EMP-552-C ,Unnecessary,joseph@gmail.com           tokyo       NY        913630  WID-637   Intern        Single    32   Executive           Male
EMP-347-A,melissa ,Sp  ,it,24-02-2023  12000   300 ,1000$,Inactive    ,Delhi     EMP-545-C ,###,melissa@gmail.com          delhi       TOKYO     740171  WID-232   Part-Time     Married   25   Specialist          Female
EMP-848-B,COLLEEN ,Ma  ,SALES,27-11-2011  7000        ,1000$,On Leave    ,Mumbai    EMP-412-C ,,colleen@gmail.com          mumbai      DELHI     657734  WID-165   Full-Time     Married   30   Manager             Female
EMP-165-A,david   ,An  ,SALES,20-06-2010  12000       ,N/A,Inactive    ,Delhi     EMP-582-C ,RemoveMe,david@gmail.com            delhi       DELHI     742741  WID-557   Part-Time     Married   41   Analyst             Male
EMP-264-B,Dalton  ,An  ,sales,21-11-2024  10000   500 ,N/A,Inactive    ,Mumbai    EMP-853-C ,RemoveMe,dalton@gmail.com           mumbai      DELHI     121953  WID-120   Full-Time     Single    35   Analyst             Male
EMP-228-A,ALAN    ,Sp  ,hr,02-12-2019  7000    300 ,500,On Leave    ,Mumbai    EMP-444-A ,,alan@gmail.com             mumbai      TOKYO     762499  WID-657   Intern        Single    32   Specialist          Male
EMP-423-C,KARA    ,Ex  ,it,10-09-2012  10000       ,,Inactive    ,Mumbai    EMP-826-A ,RemoveMe,kara@gmail.com             mumbai      TOKYO     792044  WID-463   Hybrid        Single    27   Executive           Female
EMP-159-A,thomas  ,An  ,finance,08-06-2011  7000    300 ,300,Inactive    ,New York  EMP-942-B ,###,thomas@gmail.com           new york    MAH       682809  WID-874   Intern        Single    49   Analyst             Male
EMP-458-A,Susan   ,Ex  ,finance,23-07-2016  7000    500 ,N/A,Terminated  ,New York  EMP-617-B ,,susan@gmail.com            new york    DELHI     209843  WID-750   Full-Time     Married   36   Executive           Female
EMP-512-C,Sarah   ,Ma  ,finance,01-03-2025  7000        ,300,On Leave    ,Delhi     EMP-258-C ,,sarah@gmail.com            delhi       MAH       259755  WID-617   Part-Time     Single    41   Manager             Female
EMP-777-A,richard ,De  ,it,15-10-2012  10000   500 ,1000$,Inactive    ,Tokyo     EMP-641-B ,,richard@gmail.com          tokyo       DELHI     504375  WID-433   On Home       Single    37   Developer           Male
EMP-427-A,edward  ,An  ,sales,14-11-2012  7000    300 ,300,On Leave    ,Delhi     EMP-635-A ,RemoveMe,edward@gmail.com           delhi       TOKYO     233625  WID-976   On Home       Married   41   Analyst             Male
EMP-410-B,sara    ,De  ,finance,20-10-2019  12000       ,1000$,Inactive    ,Delhi     EMP-707-B ,RemoveMe,sara@gmail.com             delhi       PARIS     466942  WID-693   Hybrid        Single    31   Developer           Female
EMP-183-C,Wesley  ,Ex  ,it,01-08-2017  7000        ,Two Hundred,Inactive    ,New York  EMP-477-C ,,wesley@gmail.com           new york    NY        471093  WID-941   Intern        Married   49   Executive           Male
EMP-789-B,david   ,Ex  ,it,02-07-2024  7000        ,1000$,Terminated  ,Tokyo     EMP-707-C ,RemoveMe,david@gmail.com            tokyo       TOKYO     803764  WID-266   Contract      Married   30   Executive           Male
EMP-627-C,danny   ,Ex  ,sales,16-02-2023  12000   500 ,,Inactive    ,Tokyo     EMP-555-B ,RemoveMe,danny@gmail.com            tokyo       DELHI     718938  WID-742   Intern        Single    35   Executive           Male
EMP-855-B,chad    ,An  ,finance,04-04-2022  10000       ,300,Terminated  ,New York  EMP-675-A ,Unnecessary,chad@gmail.com             new york    DELHI     622222  WID-666   Hybrid        Married   43   Analyst             Male
EMP-652-A,Michele ,An  ,hr,03-11-2016  7000    500 ,500,Terminated  ,New York  EMP-177-C ,,michele@gmail.com          new york    PARIS     354313  WID-298   Hybrid        Married   36   Analyst             Female
EMP-315-C,Morgan  ,Ex  ,hr,06-04-2022  12000       ,300,Terminated  ,Tokyo     EMP-927-C ,,morgan@gmail.com           tokyo       TOKYO     378104  WID-209   Intern        Married   22   Executive           Female
EMP-681-A,TRACI   ,Ex  ,sales,28-09-2016  7000    300 ,Two Hundred,Inactive    ,Tokyo     EMP-996-A ,,traci@gmail.com            tokyo       NY        246319  WID-434   Part-Time     Single    34   Executive           Female
EMP-251-C,anthony ,Sp  ,hr,22-03-2012  10000       ,300,Inactive    ,Tokyo     EMP-118-C ,,anthony@gmail.com          tokyo       DELHI     907584  WID-283   Contract      Married   25   Specialist          Male
EMP-125-A,Matthew ,An  ,it,04-09-2011  12000       ,300,Inactive    ,Mumbai    EMP-437-B ,Unnecessary,matthew@gmail.com          mumbai      DELHI     596738  WID-412   On Home       Single    45   Analyst             Male
EMP-379-C,John    ,De  ,it,10-07-2020  7000    300 ,,On Leave    ,Delhi     EMP-557-B ,###,john@gmail.com             delhi       MAH       461667  WID-113   Full-Time     Single    43   Developer           Male
EMP-931-C,SHEILA  ,An  ,hr,07-12-2010  12000   300 ,N/A,Terminated  ,Mumbai    EMP-466-B ,,sheila@gmail.com           mumbai      DELHI     559564  WID-399   Full-Time     Married   48   Analyst             Female
EMP-682-C,bridget ,Ma  ,finance,27-10-2012  10000       ,Two Hundred,Inactive    ,New York  EMP-769-A ,,bridget@gmail.com          new york    DELHI     136615  WID-643   Intern        Single    47   Manager             Female
EMP-201-A,Bob     ,De  ,finance,24-09-2011  7000        ,300,Terminated  ,Delhi     EMP-336-B ,RemoveMe,bob@gmail.com              delhi       DELHI     145367  WID-402   Contract      Married   41   Developer           Male
EMP-926-B,alexandria,De  ,sales,23-07-2024  7000    300 ,N/A,Inactive    ,New York  EMP-268-B ,,alexandria@gmail.com       new york    PARIS     460912  WID-139   Intern        Single    32   Developer           Female
EMP-155-B,ROBIN   ,De  ,finance,19-12-2012  7000        ,N/A,On Leave    ,Mumbai    EMP-227-C ,###,robin@gmail.com            mumbai      MAH       791962  WID-108   Contract      Single    42   Developer           Female
